School,Station,Node Degree,Closeness,Betweenness,Eigenvector,Swipes,Student Achievement,Rigorous Instruction,Collaborative Teachers,Supportive Environment,Effective School Leadership,Strong Family-Community Ties,Trust,Cluster
The Clinton School - [HS] 02M260,14 St-Union Sq,6.44,2.124894299,7.035861186,7.665829304,1.861483597,4.7,4.22,2.94,3.98,3.37,2.48,2.96,1
Gramercy Arts High School - [HS] 02M374,14 St-Union Sq,6.44,2.124894299,7.035861186,7.665829304,1.326164745,3.83,3.04,3.03,3.09,2.98,3.1,2.95,1
The High School For Language And Diplomacy - [HS] 02M399,14 St-Union Sq,6.44,2.124894299,7.035861186,7.665829304,2.492849484,3.01,2.51,3.36,3.2,3.33,3.47,3.67,1
International High School at Union Square - [HS] 02M438,14 St-Union Sq,6.44,2.124894299,7.035861186,7.665829304,4.065938965,3.68,3.53,3.71,3.63,3.7,3.22,4.15,1
Repertory Company High School for Theatre Arts - [HS] 02M531,Times Sq-42 St,5.59,1.793475616,4.130699989,3.975465649,9.0,3.88,3.42,3.46,3.05,3.46,3.88,3.59,1
Union Square Academy for Health Sciences - [HS] 02M533,14 St-Union Sq,6.44,2.124894299,7.035861186,7.665829304,4.065938965,3.66,4.3,4.04,4.06,3.86,1.77,2.86,1
Academy for Software Engineering - [HS] 02M546,14 St-Union Sq,6.44,2.124894299,7.035861186,7.665829304,4.065938965,3.53,3.55,3.83,3.61,4.36,2.39,3.38,1
